,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Market Sizes | Historical/Forecast,,,,,,,,,,,
Geography,Category,Data Type,Unit,Current Constant,2017,2018,2019,2020,2021,2022,2023
Netherlands,Concentrates,Off-trade Volume,million litres,-,67.3,70.5,66.7,69.7,67.0,64.6,63.8
Netherlands,Concentrates,Off-trade Value RSP,EUR million,Current Prices,155.3,163.5,158.2,168.8,164.1,170.1,174.4
Netherlands,Juice,Off-trade Volume,million litres,-,525.8,511.3,483.1,500.3,493.4,473.4,482.9
Netherlands,Juice,Off-trade Value RSP,EUR million,Current Prices,614.5,604.6,615.2,640.5,649.8,675.5,720.4
Netherlands,RTD Coffee,Off-trade Volume,million litres,-,8.4,13.1,16.5,19.3,23.0,26.7,28.8
Netherlands,RTD Coffee,Off-trade Value RSP,EUR million,Current Prices,32.7,51.4,65.1,77.6,94.1,112.7,124.7
Netherlands,RTD Tea,Off-trade Volume,million litres,-,127.4,149.0,157.2,165.0,168.0,171.7,176.8
Netherlands,RTD Tea,Off-trade Value RSP,EUR million,Current Prices,129.1,157.9,171.8,183.9,192.9,213.0,230.7
Netherlands,Energy Drinks,Off-trade Volume,million litres,-,88.4,89.1,92.7,99.5,98.4,97.5,98.2
Netherlands,Energy Drinks,Off-trade Value RSP,EUR million,Current Prices,298.9,313.4,339.7,376.3,403.6,437.1,449.5
Netherlands,Sports Drinks,Off-trade Volume,million litres,-,24.1,22.8,23.3,19.0,19.8,20.2,20.6
Netherlands,Sports Drinks,Off-trade Value RSP,EUR million,Current Prices,52.0,50.5,51.6,42.7,44.9,49.3,53.6
Netherlands,Asian Speciality Drinks,Off-trade Volume,million litres,-,6.0,6.2,6.3,6.4,6.3,5.9,5.9
Netherlands,Asian Speciality Drinks,Off-trade Value RSP,EUR million,Current Prices,23.6,24.5,25.3,25.6,25.2,25.1,25.6
Norway,HW Soft Drinks,Retail Volume,million litres,-,440.5,459.2,478.6,583.9,601.3,554.9,532.7
Norway,HW Soft Drinks,Retail Value RSP,NOK million,Current Prices,"11,565.9","12,351.7","13,310.7","16,051.5","16,460.0","15,718.0","15,580.2"
Norway,Soft Drinks,Off-trade Volume,million litres,-,709.2,704.6,715.7,848.2,918.3,890.2,868.4
Norway,Soft Drinks,Off-trade Value RSP,NOK million,Current Prices,"17,548.1","18,185.2","19,026.7","22,384.3","22,801.3","22,500.4","22,935.0"
Norway,Bottled Water,Off-trade Volume,million litres,-,81.1,92.2,92.4,97.6,97.8,102.0,102.0
Norway,Bottled Water,Off-trade Value RSP,NOK million,Current Prices,"2,080.7","2,317.5","2,269.0","2,453.6","2,502.2","2,704.7","2,773.2"
Norway,Carbonates,Off-trade Volume,million litres,-,447.4,425.9,430.4,527.0,587.4,557.3,535.3
Norway,Carbonates,Off-trade Value RSP,NOK million,Current Prices,"9,144.5","9,027.5","9,308.2","11,177.1","10,946.8","10,230.4","10,112.5"
Norway,Regular Carbonates,Off-trade Volume,million litres,-,232.8,203.6,189.8,210.4,228.3,207.6,192.4
Norway,Regular Carbonates,Off-trade Value RSP,NOK million,Current Prices,"4,886.6","4,553.0","4,361.1","4,824.4","4,623.5","4,145.1","3,949.2"
Norway,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,214.6,222.3,240.6,316.6,359.0,349.7,342.9
Norway,Reduced Sugar Carbonates,Off-trade Value RSP,NOK million,Current Prices,"4,257.9","4,474.5","4,947.0","6,352.7","6,323.3","6,085.3","6,163.3"
Norway,Concentrates,Off-trade Volume,million litres,-,21.6,22.3,22.3,25.8,25.6,25.1,24.7
Norway,Concentrates,Off-trade Value RSP,NOK million,Current Prices,968.5,"1,039.4","1,048.4","1,130.0","1,051.7","1,030.8","1,043.4"
Norway,Juice,Off-trade Volume,million litres,-,115.2,113.3,112.2,121.8,116.9,112.0,107.5
Norway,Juice,Off-trade Value RSP,NOK million,Current Prices,"2,928.5","2,931.0","2,909.1","3,168.7","3,146.7","3,125.3","3,100.7"
Norway,RTD Coffee,Off-trade Volume,million litres,-,6.5,7.1,8.2,10.0,11.6,10.7,10.4
Norway,RTD Coffee,Off-trade Value RSP,NOK million,Current Prices,352.3,413.5,498.0,585.6,630.1,576.3,580.2
Norway,RTD Tea,Off-trade Volume,million litres,-,12.4,13.4,12.0,11.9,13.3,13.4,13.5
Norway,RTD Tea,Off-trade Value RSP,NOK million,Current Prices,422.3,475.8,437.7,439.9,462.1,475.5,497.4
Norway,Energy Drinks,Off-trade Volume,million litres,-,22.9,28.1,35.6,51.3,62.8,66.6,71.9
Norway,Energy Drinks,Off-trade Value RSP,NOK million,Current Prices,"1,541.4","1,865.5","2,428.7","3,289.7","3,910.9","4,202.4","4,666.3"
Norway,Sports Drinks,Off-trade Volume,million litres,-,2.2,2.3,2.5,2.7,3.0,3.0,3.1
Norway,Sports Drinks,Off-trade Value RSP,NOK million,Current Prices,109.9,115.0,127.7,139.8,150.9,155.1,161.3
Norway,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Norway,Asian Speciality Drinks,Off-trade Value RSP,NOK million,Current Prices,-,-,-,-,-,-,-
Portugal,HW Soft Drinks,Retail Volume,million litres,-,"1,025.0","1,051.6","1,076.0","1,118.4","1,138.6","1,156.6","1,173.0"
Portugal,HW Soft Drinks,Retail Value RSP,EUR million,Current Prices,389.4,425.7,444.9,468.3,483.0,504.5,529.0
Portugal,Soft Drinks,Off-trade Volume,million litres,-,"1,435.0","1,450.1","1,460.9","1,506.6","1,559.3","1,592.5","1,590.2"
Portugal,Soft Drinks,Off-trade Value RSP,EUR million,Current Prices,804.5,856.3,872.9,895.3,952.5,"1,020.3","1,060.3"
Portugal,Bottled Water,Off-trade Volume,million litres,-,936.1,956.2,972.9,"1,002.2","1,033.8","1,074.5","1,075.0"
Portugal,Bottled Water,Off-trade Value RSP,EUR million,Current Prices,281.5,309.3,316.5,322.7,345.9,384.4,400.0
Portugal,Carbonates,Off-trade Volume,million litres,-,208.7,209.2,208.9,222.8,231.6,223.7,220.1
Portugal,Carbonates,Off-trade Value RSP,EUR million,Current Prices,207.7,219.2,219.7,230.2,241.3,242.0,244.6
Portugal,Regular Carbonates,Off-trade Volume,million litres,-,167.3,164.2,157.1,161.2,160.0,147.6,138.9
Portugal,Regular Carbonates,Off-trade Value RSP,EUR million,Current Prices,173.9,183.6,178.3,180.8,182.8,176.7,172.3
Portugal,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,41.4,45.0,51.8,61.6,71.6,76.2,81.2
Portugal,Reduced Sugar Carbonates,Off-trade Value RSP,EUR million,Current Prices,33.8,35.7,41.4,49.4,58.5,65.4,72.3
Portugal,Concentrates,Off-trade Volume,million litres,-,2.5,2.3,2.2,2.5,2.6,2.4,2.2
Portugal,Concentrates,Off-trade Value RSP,EUR million,Current Prices,22.7,23.1,22.6,24.7,23.0,22.5,22.0
Portugal,Juice,Off-trade Volume,million litres,-,131.7,133.5,134.4,139.8,146.4,148.6,149.6
Portugal,Juice,Off-trade Value RSP,EUR million,Current Prices,170.2,176.1,181.5,187.2,198.5,213.0,223.0
Portugal,RTD Coffee,Off-trade Volume,million litres,-,0.2,0.2,0.3,0.3,0.6,0.6,0.7
Portugal,RTD Coffee,Off-trade Value RSP,EUR million,Current Prices,1.4,1.8,2.0,2.5,4.4,4.9,5.6
Portugal,RTD Tea,Off-trade Volume,million litres,-,151.0,143.3,136.6,133.2,135.8,131.5,129.6
Portugal,RTD Tea,Off-trade Value RSP,EUR million,Current Prices,104.7,108.8,110.8,107.6,110.2,113.3,117.7
Portugal,Energy Drinks,Off-trade Volume,million litres,-,3.3,3.6,3.9,4.1,6.3,8.5,9.8
Portugal,Energy Drinks,Off-trade Value RSP,EUR million,Current Prices,12.9,14.3,15.9,16.6,23.9,33.1,39.3
Portugal,Sports Drinks,Off-trade Volume,million litres,-,1.6,1.6,1.7,1.7,2.2,2.8,3.1
Portugal,Sports Drinks,Off-trade Value RSP,EUR million,Current Prices,3.4,3.7,3.9,3.8,5.3,7.1,8.1
Portugal,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Portugal,Asian Speciality Drinks,Off-trade Value RSP,EUR million,Current Prices,-,-,-,-,-,-,-
Spain,HW Soft Drinks,Retail Volume,million litres,-,"7,818.9","7,871.4","8,116.7","8,696.3","8,598.7","8,724.8","8,870.0"
Spain,HW Soft Drinks,Retail Value RSP,EUR million,Current Prices,"3,856.5","3,951.6","4,119.0","4,362.1","4,443.2","4,663.3","4,874.4"
Spain,Soft Drinks,Off-trade Volume,million litres,-,"9,898.9","9,843.5","10,025.5","10,550.0","10,391.6","10,398.1","10,373.5"
Spain,Soft Drinks,Off-trade Value RSP,EUR million,Current Prices,"5,721.7","5,800.3","5,947.9","6,172.3","6,298.9","6,923.5","7,198.5"
Spain,Bottled Water,Off-trade Volume,million litres,-,"6,254.8","6,296.4","6,511.8","7,085.1","6,915.0","6,931.4","6,923.4"
Spain,Bottled Water,Off-trade Value RSP,EUR million,Current Prices,"2,008.0","2,062.5","2,155.5","2,358.8","2,333.6","2,546.0","2,640.7"
Spain,Carbonates,Off-trade Volume,million litres,-,"2,427.0","2,338.0","2,298.6","2,221.6","2,211.0","2,189.1","2,152.0"
Spain,Carbonates,Off-trade Value RSP,EUR million,Current Prices,"2,011.1","2,011.9","2,019.3","1,963.9","2,020.9","2,205.4","2,262.0"
Spain,Regular Carbonates,Off-trade Volume,million litres,-,"1,704.4","1,593.1","1,531.9","1,457.2","1,419.6","1,371.6","1,316.3"
Spain,Regular Carbonates,Off-trade Value RSP,EUR million,Current Prices,"1,393.9","1,367.3","1,348.0","1,289.6","1,304.4","1,401.4","1,410.9"
Spain,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,722.5,744.9,766.7,764.4,791.4,817.5,835.6
Spain,Reduced Sugar Carbonates,Off-trade Value RSP,EUR million,Current Prices,617.2,644.6,671.4,674.3,716.5,804.0,851.1
Spain,Concentrates,Off-trade Volume,million litres,-,3.3,3.2,3.1,3.1,3.0,3.0,3.0
Spain,Concentrates,Off-trade Value RSP,EUR million,Current Prices,25.0,25.2,25.2,24.6,25.4,27.5,28.5
Spain,Juice,Off-trade Volume,million litres,-,735.0,698.3,671.8,666.0,653.4,637.2,622.7
Spain,Juice,Off-trade Value RSP,EUR million,Current Prices,872.1,843.7,817.2,822.7,821.9,878.3,888.9
Spain,RTD Coffee,Off-trade Volume,million litres,-,18.6,20.4,23.0,27.1,28.5,31.4,34.6
Spain,RTD Coffee,Off-trade Value RSP,EUR million,Current Prices,81.8,88.2,97.6,116.3,125.9,151.1,171.0
Spain,RTD Tea,Off-trade Volume,million litres,-,131.5,153.9,158.7,178.2,185.2,193.3,206.2
Spain,RTD Tea,Off-trade Value RSP,EUR million,Current Prices,143.8,172.6,183.0,207.5,221.9,254.2,279.3
Spain,Energy Drinks,Off-trade Volume,million litres,-,67.5,71.8,78.9,83.9,90.9,96.8,101.7
Spain,Energy Drinks,Off-trade Value RSP,EUR million,Current Prices,200.7,215.4,238.4,255.6,284.1,335.4,362.4
Spain,Sports Drinks,Off-trade Volume,million litres,-,261.3,261.6,279.4,285.1,304.6,315.8,330.0
Spain,Sports Drinks,Off-trade Value RSP,EUR million,Current Prices,379.3,380.9,411.8,423.0,465.4,525.6,565.8
Spain,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Spain,Asian Speciality Drinks,Off-trade Value RSP,EUR million,Current Prices,-,-,-,-,-,-,-
Sweden,HW Soft Drinks,Retail Volume,million litres,-,554.0,625.7,658.2,675.4,700.8,726.0,748.9
Sweden,HW Soft Drinks,Retail Value RSP,SEK million,Current Prices,"12,819.2","15,278.0","16,960.3","17,932.2","19,254.1","20,519.5","21,897.8"
Sweden,Soft Drinks,Off-trade Volume,million litres,-,"1,072.7","1,143.8","1,145.4","1,112.7","1,137.2","1,161.2","1,184.1"
Sweden,Soft Drinks,Off-trade Value RSP,SEK million,Current Prices,"22,963.2","26,068.4","27,296.3","27,345.2","28,865.8","31,249.9","33,819.6"
Sweden,Bottled Water,Off-trade Volume,million litres,-,176.0,196.2,177.0,169.1,172.2,174.2,176.2
Sweden,Bottled Water,Off-trade Value RSP,SEK million,Current Prices,"2,669.9","3,221.1","3,020.6","2,877.8","2,996.7","3,202.5","3,450.1"
Sweden,Carbonates,Off-trade Volume,million litres,-,527.5,553.9,572.8,545.5,557.3,569.3,578.5
Sweden,Carbonates,Off-trade Value RSP,SEK million,Current Prices,"9,867.5","11,024.2","11,826.5","11,462.6","12,034.8","12,971.8","13,918.8"
Sweden,Regular Carbonates,Off-trade Volume,million litres,-,362.0,350.2,338.5,300.7,300.3,299.3,297.7
Sweden,Regular Carbonates,Off-trade Value RSP,SEK million,Current Prices,"7,026.3","7,253.0","6,956.6","6,236.4","6,394.4","6,668.9","6,943.2"
Sweden,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,165.5,203.7,234.3,244.8,257.0,270.0,280.9
Sweden,Reduced Sugar Carbonates,Off-trade Value RSP,SEK million,Current Prices,"2,841.2","3,771.2","4,869.8","5,226.2","5,640.4","6,302.9","6,975.6"
Sweden,Concentrates,Off-trade Volume,million litres,-,38.7,38.6,38.5,37.3,38.7,40.0,41.1
Sweden,Concentrates,Off-trade Value RSP,SEK million,Current Prices,"1,579.5","1,577.0","1,688.8","1,688.7","1,799.6","1,955.9","2,104.6"
Sweden,Juice,Off-trade Volume,million litres,-,266.3,277.9,271.7,267.5,265.6,266.3,267.3
Sweden,Juice,Off-trade Value RSP,SEK million,Current Prices,"6,003.4","6,650.5","6,731.1","6,822.3","6,961.6","7,376.6","7,831.6"
Sweden,RTD Coffee,Off-trade Volume,million litres,-,1.5,1.7,1.9,2.0,2.1,2.4,2.7
Sweden,RTD Coffee,Off-trade Value RSP,SEK million,Current Prices,110.3,142.0,168.8,189.5,214.5,262.1,315.8
Sweden,RTD Tea,Off-trade Volume,million litres,-,5.9,9.1,10.9,12.0,13.1,14.7,16.8
Sweden,RTD Tea,Off-trade Value RSP,SEK million,Current Prices,78.3,149.3,216.6,265.4,315.5,385.1,450.3
Sweden,Energy Drinks,Off-trade Volume,million litres,-,54.6,64.2,70.5,77.4,86.1,92.3,99.4
Sweden,Energy Drinks,Off-trade Value RSP,SEK million,Current Prices,"2,576.5","3,221.8","3,566.5","3,960.3","4,462.2","5,008.0","5,653.8"
Sweden,Sports Drinks,Off-trade Volume,million litres,-,2.3,2.3,2.1,2.0,2.0,2.0,2.1
Sweden,Sports Drinks,Off-trade Value RSP,SEK million,Current Prices,77.7,82.5,77.5,78.7,81.0,87.9,94.7
Sweden,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Sweden,Asian Speciality Drinks,Off-trade Value RSP,SEK million,Current Prices,-,-,-,-,-,-,-
Switzerland,HW Soft Drinks,Retail Volume,million litres,-,"1,004.9","1,005.2",987.1,"1,035.2","1,031.0","1,033.2","1,037.7"
Switzerland,HW Soft Drinks,Retail Value RSP,CHF million,Current Prices,"1,259.1","1,283.3","1,300.2","1,365.6","1,370.3","1,384.8","1,408.7"
Switzerland,Soft Drinks,Off-trade Volume,million litres,-,"1,482.6","1,483.3","1,463.8","1,529.4","1,513.8","1,515.1","1,517.7"
Switzerland,Soft Drinks,Off-trade Value RSP,CHF million,Current Prices,"2,085.2","2,116.0","2,145.5","2,248.3","2,292.0","2,353.7","2,402.7"
Switzerland,Bottled Water,Off-trade Volume,million litres,-,667.9,669.6,652.2,688.3,672.5,666.1,663.8
Switzerland,Bottled Water,Off-trade Value RSP,CHF million,Current Prices,475.6,485.4,490.0,519.7,521.4,533.9,543.7
Switzerland,Carbonates,Off-trade Volume,million litres,-,363.2,355.5,348.4,360.5,353.2,354.4,354.4
Switzerland,Carbonates,Off-trade Value RSP,CHF million,Current Prices,549.8,544.8,546.5,571.8,566.6,574.4,580.2
Switzerland,Regular Carbonates,Off-trade Volume,million litres,-,234.0,229.3,223.4,232.7,228.0,228.9,228.1
Switzerland,Regular Carbonates,Off-trade Value RSP,CHF million,Current Prices,361.5,358.3,361.5,381.2,378.9,384.9,388.2
Switzerland,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,129.3,126.2,125.0,127.8,125.2,125.5,126.3
Switzerland,Reduced Sugar Carbonates,Off-trade Value RSP,CHF million,Current Prices,188.3,186.5,185.0,190.5,187.7,189.5,192.0
Switzerland,Concentrates,Off-trade Volume,million litres,-,5.4,5.5,5.5,5.7,5.9,5.8,5.9
Switzerland,Concentrates,Off-trade Value RSP,CHF million,Current Prices,37.6,37.6,37.9,39.1,40.6,41.1,42.1
Switzerland,Juice,Off-trade Volume,million litres,-,171.6,169.2,167.3,174.5,174.5,174.1,173.6
Switzerland,Juice,Off-trade Value RSP,CHF million,Current Prices,382.6,386.2,388.3,405.4,412.8,422.4,429.5
Switzerland,RTD Coffee,Off-trade Volume,million litres,-,25.3,26.2,27.0,27.7,28.3,28.8,29.2
Switzerland,RTD Coffee,Off-trade Value RSP,CHF million,Current Prices,164.1,172.3,178.7,186.3,193.6,200.5,206.7
Switzerland,RTD Tea,Off-trade Volume,million litres,-,198.5,205.1,209.5,216.4,218.9,223.7,227.3
Switzerland,RTD Tea,Off-trade Value RSP,CHF million,Current Prices,244.8,251.5,256.2,265.8,273.1,283.4,291.6
Switzerland,Energy Drinks,Off-trade Volume,million litres,-,40.8,42.0,43.6,45.6,49.5,50.9,51.9
Switzerland,Energy Drinks,Off-trade Value RSP,CHF million,Current Prices,194.1,199.9,208.3,218.8,241.1,253.4,262.9
Switzerland,Sports Drinks,Off-trade Volume,million litres,-,9.7,10.1,10.5,10.9,11.1,11.3,11.6
Switzerland,Sports Drinks,Off-trade Value RSP,CHF million,Current Prices,36.7,38.3,39.7,41.5,42.8,44.6,46.1
Switzerland,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Switzerland,Asian Speciality Drinks,Off-trade Value RSP,CHF million,Current Prices,-,-,-,-,-,-,-
Turkey,HW Soft Drinks,Retail Volume,million litres,-,"4,256.2","4,512.5","4,615.8","4,583.7","4,775.3","4,941.1","5,116.1"
Turkey,HW Soft Drinks,Retail Value RSP,TRY million,Current Prices,"4,389.5","5,685.2","6,603.7","8,364.3","10,514.7","12,742.8","15,054.8"
Turkey,Soft Drinks,Off-trade Volume,million litres,-,"8,205.9","8,691.3","9,062.7","9,304.4","9,884.6","10,449.6","10,919.5"
Turkey,Soft Drinks,Off-trade Value RSP,TRY million,Current Prices,"12,795.0","16,141.2","19,440.4","25,140.3","35,886.3","65,513.2","99,193.1"
Turkey,Bottled Water,Off-trade Volume,million litres,-,"4,047.4","4,273.1","4,345.1","4,302.8","4,706.1","5,169.8","5,483.6"
Turkey,Bottled Water,Off-trade Value RSP,TRY million,Current Prices,"3,681.3","4,699.1","5,187.0","6,880.7","11,086.4","20,121.2","32,473.5"
Turkey,Carbonates,Off-trade Volume,million litres,-,"2,738.5","3,046.1","3,345.6","3,639.1","3,743.1","3,778.7","3,853.4"
Turkey,Carbonates,Off-trade Value RSP,TRY million,Current Prices,"4,834.1","6,401.0","8,125.9","10,635.3","13,573.3","25,379.3","36,915.8"
Turkey,Regular Carbonates,Off-trade Volume,million litres,-,"2,588.8","2,862.0","3,128.3","3,395.7","3,481.4","3,509.8","3,562.2"
Turkey,Regular Carbonates,Off-trade Value RSP,TRY million,Current Prices,"4,448.7","5,840.9","7,362.9","9,606.3","12,189.0","22,687.6","32,719.1"
Turkey,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,149.7,184.1,217.3,243.5,261.7,268.9,291.2
Turkey,Reduced Sugar Carbonates,Off-trade Value RSP,TRY million,Current Prices,385.5,560.1,763.0,"1,029.0","1,384.3","2,691.7","4,196.8"
Turkey,Concentrates,Off-trade Volume,million litres,-,5.8,5.2,4.6,4.3,4.0,3.7,3.4
Turkey,Concentrates,Off-trade Value RSP,TRY million,Current Prices,53.9,59.7,65.3,66.0,75.2,117.6,154.5
Turkey,Juice,Off-trade Volume,million litres,-,959.6,901.4,875.2,851.4,848.7,845.3,872.2
Turkey,Juice,Off-trade Value RSP,TRY million,Current Prices,"1,900.0","2,141.0","2,498.7","2,952.1","4,330.1","7,712.4","11,261.3"
Turkey,RTD Coffee,Off-trade Volume,million litres,-,9.7,14.3,15.4,17.2,20.2,22.4,25.1
Turkey,RTD Coffee,Off-trade Value RSP,TRY million,Current Prices,142.2,246.0,301.3,415.1,642.2,"1,178.2","1,704.0"
Turkey,RTD Tea,Off-trade Volume,million litres,-,396.6,397.3,416.4,417.2,455.9,494.7,528.9
Turkey,RTD Tea,Off-trade Value RSP,TRY million,Current Prices,"1,725.6","1,989.6","2,441.6","3,042.3","4,116.3","6,605.3","9,589.1"
Turkey,Energy Drinks,Off-trade Volume,million litres,-,42.5,46.9,52.5,65.7,100.2,128.2,145.2
Turkey,Energy Drinks,Off-trade Value RSP,TRY million,Current Prices,428.8,563.6,769.8,"1,100.4","2,010.3","4,306.6","6,957.5"
Turkey,Sports Drinks,Off-trade Volume,million litres,-,5.9,7.1,7.9,6.7,6.4,7.0,7.6
Turkey,Sports Drinks,Off-trade Value RSP,TRY million,Current Prices,29.0,41.2,50.8,48.4,52.7,92.6,137.4
Turkey,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Turkey,Asian Speciality Drinks,Off-trade Value RSP,TRY million,Current Prices,-,-,-,-,-,-,-
United Kingdom,HW Soft Drinks,Retail Volume,million litres,-,"6,488.2","6,822.1","6,899.0","7,242.2","7,172.2","7,288.4","7,376.9"
United Kingdom,HW Soft Drinks,Retail Value RSP,GBP million,Current Prices,"7,024.1","7,443.9","7,761.6","8,191.5","8,323.3","8,718.3","9,084.5"
United Kingdom,Soft Drinks,Off-trade Volume,million litres,-,"9,502.4","9,731.7","9,821.1","10,284.2","10,400.7","10,445.0","10,432.6"
United Kingdom,Soft Drinks,Off-trade Value RSP,GBP million,Current Prices,"9,791.7","10,270.1","10,599.2","11,193.7","11,802.7","12,643.1","13,278.6"
United Kingdom,Bottled Water,Off-trade Volume,million litres,-,"2,627.5","2,824.7","2,725.0","2,699.2","2,804.9","2,835.3","2,821.5"
United Kingdom,Bottled Water,Off-trade Value RSP,GBP million,Current Prices,"1,950.0","2,121.5","2,112.2","2,103.2","2,221.2","2,372.9","2,443.4"
United Kingdom,Carbonates,Off-trade Volume,million litres,-,"3,997.4","4,072.2","4,231.7","4,681.8","4,628.8","4,620.6","4,629.5"
United Kingdom,Carbonates,Off-trade Value RSP,GBP million,Current Prices,"3,301.2","3,535.1","3,686.5","4,140.0","4,264.4","4,501.5","4,758.4"
United Kingdom,Regular Carbonates,Off-trade Volume,million litres,-,"2,050.2","1,953.9","1,996.4","2,118.1","2,062.5","2,055.9","2,037.9"
United Kingdom,Regular Carbonates,Off-trade Value RSP,GBP million,Current Prices,"1,732.0","1,792.1","1,816.0","1,964.2","2,002.0","2,094.0","2,195.5"
United Kingdom,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,"1,947.2","2,118.3","2,235.4","2,563.7","2,566.3","2,564.7","2,591.5"
United Kingdom,Reduced Sugar Carbonates,Off-trade Value RSP,GBP million,Current Prices,"1,569.1","1,743.0","1,870.5","2,175.8","2,262.5","2,407.5","2,562.9"
United Kingdom,Concentrates,Off-trade Volume,million litres,-,380.9,376.4,391.6,437.4,419.7,388.3,367.7
United Kingdom,Concentrates,Off-trade Value RSP,GBP million,Current Prices,561.1,556.9,562.2,612.9,598.2,576.9,563.5
United Kingdom,Juice,Off-trade Volume,million litres,-,"1,781.1","1,725.8","1,704.7","1,685.7","1,684.2","1,667.1","1,634.1"
United Kingdom,Juice,Off-trade Value RSP,GBP million,Current Prices,"2,354.6","2,397.0","2,468.0","2,494.1","2,581.2","2,681.2","2,756.0"
United Kingdom,RTD Coffee,Off-trade Volume,million litres,-,13.2,16.0,21.0,27.2,37.2,44.3,52.7
United Kingdom,RTD Coffee,Off-trade Value RSP,GBP million,Current Prices,71.2,87.4,115.5,151.3,209.8,267.9,324.1
United Kingdom,RTD Tea,Off-trade Volume,million litres,-,25.1,27.6,31.9,34.8,40.2,45.5,49.6
United Kingdom,RTD Tea,Off-trade Value RSP,GBP million,Current Prices,54.9,62.9,78.7,84.9,100.8,122.8,139.9
